Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2017-11;87300863;Besançon Franche-Comté TGV;13;243;94.65020576
2017-11;87300822;Belfort - Montbéliard TGV;16;326;95.09202454
2017-12;87781104;Narbonne;25;378;93.38624339
2017-06;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;10;313;96.80511182
2017-06;87686006;Paris Gare de Lyon Hall 1 & 2;41;1005;95.92039801
2017-06;87571216;Vendôme - Villiers-sur-Loir;49;530;90.75471698
2017-06;87763029;Valence TGV Rhône-Alpes Sud;78;720;89.16666667
2017-06;87574004;Blois - Chambord;31;337;90.80118694
2017-06;87718007;Besançon Viotte;20;634;96.84542587
2017-06;87481705;Saint-Nazaire;19;354;94.63276836
2017-10;87118000;Troyes;14;298;95.30201342
2017-09;87775007;Nîmes;22;721;96.94868239
2017-10;87141002;Nancy;54;641;91.57566303
2017-08;87300822;Belfort - Montbéliard TGV;24;381;93.7007874
2017-08;87319012;Aix-en-Provence TGV;97;790;87.72151899
2017-08;87281071;Calais - Fréthun;16;539;97.03153989
2017-08;87223263;Lille Europe;18;496;96.37096774
2017-08;87191007;Thionville;15;328;95.42682927
2017-08;87474098;Quimper;22;142;84.50704225
2017-08;87313874;Amiens;33;556;94.0647482
2017-08;87342014;Arras;52;737;92.94436906
2017-08;87476200;Auray;11;149;92.61744966
2017-08;87345025;Lens;12;222;94.59459459
2017-08;87484006;Angers Saint-Laud;138;900;84.66666667
2017-08;87723197;Lyon Part Dieu;47;690;93.1884058
2017-08;87481705;Saint-Nazaire;17;264;93.56060606
2017-08;87543009;Orléans;60;667;91.00449775
2017-08;87576009;Vierzon;16;319;94.98432602
2017-08;87671339;Lourdes;1;320;99.6875
2017-08;87571000;Tours;44;598;92.64214047
2017-08;87732008;Vichy;9;242;96.28099174
2017-08;87478404;Laval;18;320;94.375
2017-08;87673202;Dax;10;338;97.04142012
2017-09;87592006;Limoges Bénédictins;13;335;96.11940299
2017-09;87473009;Saint-Brieuc;26;415;93.73493976
2017-09;87615286;Carcassonne;15;294;94.89795918
2017-09;87583005;Angoulême;31;324;90.43209877
2017-09;87393702;Massy TGV;32;561;94.29590018
2017-09;87396002;Le Mans;84;671;87.48137109
2017-09;87474098;Quimper;20;294;93.19727891
2017-09;87476200;Auray;8;141;94.32624113
2017-09;87345025;Lens;11;148;92.56756757
2017-09;87673202;Dax;9;334;97.30538922
2017-10;87594002;Brive-la-Gaillarde;7;261;97.31800766
2017-10;87575142;Châtellerault;5;230;97.82608696
2017-10;87583005;Angoulême;38;494;92.30769231
2017-10;87576009;Vierzon;12;325;96.30769231
2017-10;87673004;Bayonne;41;436;90.59633028
2017-10;87474338;Morlaix;22;333;93.39339339
2017-10;87576207;Bourges;8;286;97.2027972
2017-10;87478404;Laval;36;422;91.46919431
2017-10;87713040;Dijon;70;789;91.12801014
2017-10;87586008;Agen;23;320;92.8125
2017-10;87734004;Clermont-Ferrand;34;487;93.01848049
2017-05;87673202;Dax;21;338;93.78698225
2017-05;87672006;Pau;21;353;94.0509915
2017-02;87773002;Montpellier Saint-Roch;56;692;91.90751445
2017-03;87271007;Paris Gare du Nord;136;1261;89.2149088
2017-03;87343004;Valenciennes;15;564;97.34042553
2017-03;87223263;Lille Europe;29;744;96.10215054
2017-03;87473009;Saint-Brieuc;16;295;94.57627119
2017-03;87212027;Strasbourg;41;682;93.98826979
2017-03;87192039;Metz Ville;41;608;93.25657895
2017-03;87396002;Le Mans;44;659;93.323217
2017-02;87775007;Nîmes;38;723;94.74412172
2017-02;87781278;Agde;19;286;93.35664336
2017-02;87611004;Toulouse Matabiau;9;638;98.58934169
2017-02;87725705;Mâcon Loché TGV;0;273;100.0
2017-02;87481705;Saint-Nazaire;13;354;96.32768362
2017-02;87722025;Lyon Perrache;14;545;97.43119266
2017-02;87478107;Saint-Malo;13;355;96.33802817
2017-02;87747006;Grenoble;20;651;96.92780338
2017-02;87543009;Orléans;48;670;92.8358209
2017-02;87757625;Cannes;105;747;85.9437751
2017-02;87713040;Dijon;59;794;92.56926952
2017-02;87732008;Vichy;13;347;96.25360231
2017-06;87411017;Rouen Rive Droite;69;605;88.59504132
2017-06;87474007;Brest;17;334;94.91017964
2017-05;87271494;Aéroport Charles de Gaulle 2 TGV;63;562;88.79003559
2017-04;87741009;Chambéry - Challes-les-Eaux;38;726;94.76584022
2017-05;87300822;Belfort - Montbéliard TGV;23;279;91.7562724
2017-05;87271007;Paris Gare du Nord;135;1318;89.75720789
2017-05;87387001;Évreux Normandie;15;213;92.95774648
2017-04;87757625;Cannes;87;703;87.62446657
2017-04;87775007;Nîmes;27;706;96.17563739
2017-04;87732008;Vichy;15;347;95.67723343
2017-05;87345009;Douai;23;646;96.43962848
2017-04;87773200;Sète;16;382;95.81151832
2017-06;87571240;Saint-Pierre-des-Corps;19;634;97.00315457
2017-06;87611004;Toulouse Matabiau;26;637;95.91836735
2017-06;87486019;La Roche-sur-Yon;5;300;98.33333333
2017-06;87725705;Mâcon Loché TGV;3;329;99.0881459
2017-06;87673400;Biarritz;31;359;91.36490251
2017-06;87747006;Grenoble;23;621;96.2962963
2017-06;87576207;Bourges;13;342;96.19883041
2017-07;87393702;Massy TGV;7;508;98.62204724
2017-07;87584052;Libourne;15;309;95.14563107
2017-07;87543009;Orléans;48;652;92.63803681
2017-07;87471003;Rennes;62;463;86.60907127
2017-07;87571000;Tours;31;595;94.78991597
2017-09;87547000;Paris Austerlitz;45;567;92.06349206
2017-09;87575142;Châtellerault;3;249;98.79518072
2017-09;87481705;Saint-Nazaire;16;264;93.93939394
2017-09;87575001;Poitiers;38;561;93.22638146
2017-09;87543009;Orléans;50;660;92.42424242
2017-09;87474338;Morlaix;29;327;91.13149847
2017-09;87476606;Vannes;68;364;81.31868132
2017-09;87485300;Niort;25;385;93.50649351
2017-09;87478404;Laval;28;352;92.04545455
2017-09;87586008;Agen;62;381;83.72703412
2017-10;87773002;Montpellier Saint-Roch;66;687;90.3930131
2017-10;87747006;Grenoble;29;678;95.72271386
2017-10;87755009;Toulon;73;608;87.99342105
2017-11;87391003;Paris Montparnasse Hall 1 & 2;113;1853;93.9017809
2017-11;87481754;La Baule-Escoublac;15;260;94.23076923
2017-11;87192039;Metz Ville;30;596;94.96644295
2017-11;87543017;Les Aubrais;11;253;95.65217391
2017-11;87281006;Dunkerque;22;418;94.73684211
2017-10;87784009;Perpignan;11;216;94.90740741
2017-11;87393702;Massy TGV;26;566;95.40636042
2017-11;87182063;Mulhouse;4;520;99.23076923
2017-11;87345009;Douai;33;595;94.45378151
2017-11;87345025;Lens;43;518;91.6988417
2017-12;87142109;Lorraine TGV;12;249;95.18072289
2017-11;87764001;Montélimar;31;361;91.41274238
2017-12;87191007;Thionville;9;354;97.45762712
2017-12;87212027;Strasbourg;33;600;94.5
2017-12;87147322;Meuse TGV;14;289;95.15570934
2017-12;87182063;Mulhouse;10;423;97.63593381
2017-11;87781104;Narbonne;28;439;93.62186788
2017-12;87182014;Colmar;10;275;96.36363636
2017-12;87141002;Nancy;48;729;93.41563786
2017-11;87773200;Sète;30;396;92.42424242
2017-12;87611004;Toulouse Matabiau;12;672;98.21428571
2017-12;87725705;Mâcon Loché TGV;2;275;99.27272727
2017-12;87734004;Clermont-Ferrand;36;486;92.59259259
2017-12;87547000;Paris Austerlitz;44;591;92.55499154
2017-12;87396002;Le Mans;55;684;91.95906433
2017-12;87576009;Vierzon;10;327;96.94189602
2017-12;87485300;Niort;11;387;97.15762274
2017-12;87586008;Agen;5;325;98.46153846
2017-11;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;290;97.24137931
2017-11;87686006;Paris Gare de Lyon Hall 1 & 2;43;987;95.64336373
2017-11;87763029;Valence TGV Rhône-Alpes Sud;85;739;88.49797023
2017-11;87757526;Saint-Raphaël Valescure;66;767;91.39504563
2017-11;87762906;Lyon Saint-Exupéry TGV;33;378;91.26984127
2017-11;87611244;Montauban Ville Bourbon;11;323;96.59442724
2017-11;87592006;Limoges Bénédictins;11;327;96.63608563
2017-11;87583005;Angoulême;27;262;89.69465649
2017-11;87757674;Antibes;80;709;88.71650212
2017-11;87755009;Toulon;47;548;91.42335766
2017-12;87391003;Paris Montparnasse Hall 1 & 2;90;1873;95.19487453
2017-12;87319012;Aix-en-Provence TGV;77;651;88.17204301
2017-12;87384008;Paris Saint-Lazare;28;595;95.29411765
2017-12;87313882;TGV Haute Picardie;11;400;97.25
2017-12;87286005;Lille Flandres;32;644;95.0310559
2017-12;87343004;Valenciennes;14;544;97.42647059
2017-12;87223263;Lille Europe;30;767;96.08865711
2017-12;87281006;Dunkerque;20;343;94.16909621
2017-12;87313874;Amiens;16;310;94.83870968
2017-12;87342014;Arras;54;737;92.67299864
2017-12;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;302;97.35099338
2017-12;87741009;Chambéry - Challes-les-Eaux;46;743;93.80888291
2017-12;87762906;Lyon Saint-Exupéry TGV;39;384;89.84375
2017-12;87751008;Marseille Saint-Charles;72;671;89.26974665
2017-12;87592006;Limoges Bénédictins;15;346;95.66473988
2017-12;87673400;Biarritz;19;354;94.63276836
2017-12;87755009;Toulon;46;669;93.12406577
2017-12;87713040;Dijon;46;783;94.12515964
2017-12;87732008;Vichy;9;241;96.26556017
2017-12;87673202;Dax;15;339;95.57522124
2017-12;87172007;Charleville-Mézières;20;718;97.21448468
2017-12;87171926;Champagne-Ardenne TGV;30;537;94.41340782
2017-11;87734004;Clermont-Ferrand;31;484;93.59504132
2017-11;87718007;Besançon Viotte;31;653;95.25267994
2017-11;87723197;Lyon Part Dieu;55;770;92.85714286
2017-11;87745000;Bellegarde;23;405;94.32098765
2017-11;87757625;Cannes;173;831;79.18170878
2017-11;87746008;Annecy;16;392;95.91836735
2017-11;87775007;Nîmes;27;732;96.31147541
2017-12;87118000;Troyes;12;307;96.09120521
2017-10;87762906;Lyon Saint-Exupéry TGV;33;369;91.05691057
2017-11;87384008;Paris Saint-Lazare;28;623;95.50561798
2017-11;87142109;Lorraine TGV;24;412;94.17475728
2017-11;87444877;Cherbourg;2;129;98.4496124
2017-11;87444265;Lisieux;6;61;90.16393443
2017-11;87118000;Troyes;10;310;96.77419355
2017-11;87342014;Arras;38;659;94.23368741
2017-11;87171009;Reims;9;496;98.18548387
2017-11;87444000;Caen;29;169;82.84023669
2017-10;87781278;Agde;53;337;84.27299703
2017-11;87571240;Saint-Pierre-des-Corps;11;630;98.25396825
2017-11;87486019;La Roche-sur-Yon;15;300;95.0
2017-11;87615286;Carcassonne;4;294;98.63945578
2017-11;87485003;La Rochelle;44;495;91.11111111
2017-11;87575001;Poitiers;21;560;96.25
2017-11;87673004;Bayonne;35;420;91.66666667
2017-11;87481002;Nantes;31;668;95.35928144
2017-11;87474098;Quimper;0;86;100.0
2017-11;87571000;Tours;33;597;94.47236181
2017-11;87485300;Niort;24;432;94.44444444
2017-06;87583005;Angoulême;32;401;92.01995012
2017-06;87755009;Toulon;59;683;91.36163982
2017-06;87756056;Nice;96;765;87.45098039
2017-12;87571240;Saint-Pierre-des-Corps;14;681;97.94419971
2017-11;87773002;Montpellier Saint-Roch;51;662;92.29607251
2017-12;87581009;Bordeaux Saint-Jean;55;798;93.10776942
2017-12;87481754;La Baule-Escoublac;16;260;93.84615385
2017-12;87486019;La Roche-sur-Yon;12;300;96.0
2017-12;87575142;Châtellerault;3;231;98.7012987
2017-12;87597005;Châteauroux;8;424;98.11320755
2017-12;87485003;La Rochelle;26;483;94.61697723
2017-12;87575001;Poitiers;21;553;96.20253165
2017-12;87481002;Nantes;37;600;93.83333333
2017-10;87611244;Montauban Ville Bourbon;14;311;95.49839228
2017-10;87581009;Bordeaux Saint-Jean;33;791;95.82806574
2017-10;87481754;La Baule-Escoublac;14;260;94.61538462
2017-10;87611004;Toulouse Matabiau;16;615;97.39837398
2017-10;87486019;La Roche-sur-Yon;5;300;98.33333333
2017-10;87547000;Paris Austerlitz;45;599;92.48747913
2017-10;87543017;Les Aubrais;12;244;95.08196721
2017-10;87575001;Poitiers;41;567;92.76895944
2017-10;87476606;Vannes;34;272;87.5
2017-10;87476200;Auray;8;142;94.36619718
2017-11;87172007;Charleville-Mézières;18;552;96.73913043
2017-11;87319012;Aix-en-Provence TGV;100;668;85.02994012
2017-11;87755447;Les Arcs - Draguignan;38;462;91.77489177
2017-12;87281071;Calais - Fréthun;36;870;95.86206897
2017-12;87192039;Metz Ville;34;596;94.29530201
2017-12;87393702;Massy TGV;18;562;96.79715302
2017-11;87747006;Grenoble;32;664;95.18072289
2017-11;87781005;Béziers;25;491;94.90835031
2017-12;87171009;Reims;9;807;98.88475836
2017-11;87756056;Nice;54;703;92.31863442
2017-12;87111849;Marne-la-Vallée Chessy;33;515;93.59223301
2017-12;87755447;Les Arcs - Draguignan;37;469;92.1108742
2017-12;87723197;Lyon Part Dieu;41;715;94.26573427
2017-12;87747006;Grenoble;19;577;96.70710572
2017-12;87781005;Béziers;13;414;96.85990338
2017-12;87673004;Bayonne;25;363;93.11294766
2017-12;87757674;Antibes;66;697;90.53084648
2017-12;87757625;Cannes;140;855;83.62573099
2017-12;87756056;Nice;52;695;92.51798561
2017-12;87672006;Pau;11;355;96.90140845
2017-11;87212027;Strasbourg;47;664;92.92168675
2017-10;87745000;Bellegarde;25;407;93.85749386
2017-11;87191007;Thionville;9;360;97.5
2017-11;87276691;Compiègne;8;275;97.09090909
2017-10;87781104;Narbonne;27;465;94.19354839
2017-11;87147322;Meuse TGV;12;222;94.59459459
2017-11;87413013;Le Havre;8;447;98.21029083
2017-10;87781005;Béziers;41;489;91.61554192
2017-11;87396002;Le Mans;65;674;90.35608309
2017-11;87474007;Brest;14;422;96.68246445
2017-11;87484006;Angers Saint-Laud;50;703;92.88762447
2017-11;87313882;TGV Haute Picardie;8;480;98.33333333
2017-11;87387001;Évreux Normandie;25;296;91.55405405
2017-11;87725705;Mâcon Loché TGV;8;273;97.06959707
2017-11;87481705;Saint-Nazaire;16;268;94.02985075
2017-11;87478107;Saint-Malo;4;84;95.23809524
2017-11;87476200;Auray;18;371;95.14824798
2017-11;87713040;Dijon;52;898;94.20935412
2017-11;87732008;Vichy;11;316;96.51898734
2017-11;87478404;Laval;27;432;93.75
